timestamp,news
2025-01-22 00:00:00,"**Bitcoin (BTC)**

- **Long-term holder selloff may be over**
   Over 1M BTC sold since September by long-term holders; recent data suggests the selling pressure may have subsided.
- **Mining remains profitable in 2025**
   Average production cost is ~$27,000, keeping miners in profit according to Canaccord Genuity.

**Ethereum (ETH)**

- **Institutional push for ETH gains traction**
   A Wall Street-backed firm is preparing ETH investment products to boost institutional access.
- **Price rebound expected near key support**
   Analysts eye a bounce near $3,140 with resistance targets in the mid-$3,000s.

**Solana (SOL)**

- **SOL rallies on meme-coin surge and CME leak**
   Validator fees exceeded $25M as meme-coin activity spiked; leaked CME futures info added momentum.
- **Coinbase resolves SOL congestion issues**
   A 48-hour transaction backlog was cleared, blamed on network congestion.

**Dogecoin (DOGE)**

- **DOGE dips after meme-driven pump**
   Price fell ~7.5% after prior-day spike tied to a Trump-themed meme-coin trend.
- **DOGE ETF filings reported**
   Rex Shares and Osprey Funds reportedly filed for Dogecoin ETFs.

**Tether (USDT)**
 No significant news found for USDT on that day."
2025-01-22 01:00:00,"**Bitcoin (BTC)**

- **Long-term holder selloff may be over**
   Over 1M BTC sold since September by long-term holders; recent data suggests the selling pressure may have subsided.
- **Mining remains profitable in 2025**
   Average production cost is ~$27,000, keeping miners in profit according to Canaccord Genuity.

**Ethereum (ETH)**

- **Institutional push for ETH gains traction**
   A Wall Street-backed firm is preparing ETH investment products to boost institutional access.
- **Price rebound expected near key support**
   Analysts eye a bounce near $3,140 with resistance targets in the mid-$3,000s.

**Solana (SOL)**

- **SOL rallies on meme-coin surge and CME leak**
   Validator fees exceeded $25M as meme-coin activity spiked; leaked CME futures info added momentum.
- **Coinbase resolves SOL congestion issues**
   A 48-hour transaction backlog was cleared, blamed on network congestion.

**Dogecoin (DOGE)**

- **DOGE dips after meme-driven pump**
   Price fell ~7.5% after prior-day spike tied to a Trump-themed meme-coin trend.
- **DOGE ETF filings reported**
   Rex Shares and Osprey Funds reportedly filed for Dogecoin ETFs.

**Tether (USDT)**
 No significant news found for USDT on that day."
2025-01-22 02:00:00,"**Bitcoin (BTC)**

- **Long-term holder selloff may be over**
   Over 1M BTC sold since September by long-term holders; recent data suggests the selling pressure may have subsided.
- **Mining remains profitable in 2025**
   Average production cost is ~$27,000, keeping miners in profit according to Canaccord Genuity.

**Ethereum (ETH)**

- **Institutional push for ETH gains traction**
   A Wall Street-backed firm is preparing ETH investment products to boost institutional access.
- **Price rebound expected near key support**
   Analysts eye a bounce near $3,140 with resistance targets in the mid-$3,000s.

**Solana (SOL)**

- **SOL rallies on meme-coin surge and CME leak**
   Validator fees exceeded $25M as meme-coin activity spiked; leaked CME futures info added momentum.
- **Coinbase resolves SOL congestion issues**
   A 48-hour transaction backlog was cleared, blamed on network congestion.

**Dogecoin (DOGE)**

- **DOGE dips after meme-driven pump**
   Price fell ~7.5% after prior-day spike tied to a Trump-themed meme-coin trend.
- **DOGE ETF filings reported**
   Rex Shares and Osprey Funds reportedly filed for Dogecoin ETFs.

**Tether (USDT)**
 No significant news found for USDT on that day."
2025-01-22 03:00:00,"**Bitcoin (BTC)**

- **Long-term holder selloff may be over**
   Over 1M BTC sold since September by long-term holders; recent data suggests the selling pressure may have subsided.
- **Mining remains profitable in 2025**
   Average production cost is ~$27,000, keeping miners in profit according to Canaccord Genuity.

**Ethereum (ETH)**

- **Institutional push for ETH gains traction**
   A Wall Street-backed firm is preparing ETH investment products to boost institutional access.
- **Price rebound expected near key support**
   Analysts eye a bounce near $3,140 with resistance targets in the mid-$3,000s.

**Solana (SOL)**

- **SOL rallies on meme-coin surge and CME leak**
   Validator fees exceeded $25M as meme-coin activity spiked; leaked CME futures info added momentum.
- **Coinbase resolves SOL congestion issues**
   A 48-hour transaction backlog was cleared, blamed on network congestion.

**Dogecoin (DOGE)**

- **DOGE dips after meme-driven pump**
   Price fell ~7.5% after prior-day spike tied to a Trump-themed meme-coin trend.
- **DOGE ETF filings reported**
   Rex Shares and Osprey Funds reportedly filed for Dogecoin ETFs.

**Tether (USDT)**
 No significant news found for USDT on that day."
2025-01-22 04:00:00,"**Bitcoin (BTC)**

- **Long-term holder selloff may be over**
   Over 1M BTC sold since September by long-term holders; recent data suggests the selling pressure may have subsided.
- **Mining remains profitable in 2025**
   Average production cost is ~$27,000, keeping miners in profit according to Canaccord Genuity.

**Ethereum (ETH)**

- **Institutional push for ETH gains traction**
   A Wall Street-backed firm is preparing ETH investment products to boost institutional access.
- **Price rebound expected near key support**
   Analysts eye a bounce near $3,140 with resistance targets in the mid-$3,000s.

**Solana (SOL)**

- **SOL rallies on meme-coin surge and CME leak**
   Validator fees exceeded $25M as meme-coin activity spiked; leaked CME futures info added momentum.
- **Coinbase resolves SOL congestion issues**
   A 48-hour transaction backlog was cleared, blamed on network congestion.

**Dogecoin (DOGE)**

- **DOGE dips after meme-driven pump**
   Price fell ~7.5% after prior-day spike tied to a Trump-themed meme-coin trend.
- **DOGE ETF filings reported**
   Rex Shares and Osprey Funds reportedly filed for Dogecoin ETFs.

**Tether (USDT)**
 No significant news found for USDT on that day."
2025-01-22 05:00:00,"**Bitcoin (BTC)**

- **Long-term holder selloff may be over**
   Over 1M BTC sold since September by long-term holders; recent data suggests the selling pressure may have subsided.
- **Mining remains profitable in 2025**
   Average production cost is ~$27,000, keeping miners in profit according to Canaccord Genuity.

**Ethereum (ETH)**

- **Institutional push for ETH gains traction**
   A Wall Street-backed firm is preparing ETH investment products to boost institutional access.
- **Price rebound expected near key support**
   Analysts eye a bounce near $3,140 with resistance targets in the mid-$3,000s.

**Solana (SOL)**

- **SOL rallies on meme-coin surge and CME leak**
   Validator fees exceeded $25M as meme-coin activity spiked; leaked CME futures info added momentum.
- **Coinbase resolves SOL congestion issues**
   A 48-hour transaction backlog was cleared, blamed on network congestion.

**Dogecoin (DOGE)**

- **DOGE dips after meme-driven pump**
   Price fell ~7.5% after prior-day spike tied to a Trump-themed meme-coin trend.
- **DOGE ETF filings reported**
   Rex Shares and Osprey Funds reportedly filed for Dogecoin ETFs.

**Tether (USDT)**
 No significant news found for USDT on that day."
2025-01-22 06:00:00,"**Bitcoin (BTC)**

- **Long-term holder selloff may be over**
   Over 1M BTC sold since September by long-term holders; recent data suggests the selling pressure may have subsided.
- **Mining remains profitable in 2025**
   Average production cost is ~$27,000, keeping miners in profit according to Canaccord Genuity.

**Ethereum (ETH)**

- **Institutional push for ETH gains traction**
   A Wall Street-backed firm is preparing ETH investment products to boost institutional access.
- **Price rebound expected near key support**
   Analysts eye a bounce near $3,140 with resistance targets in the mid-$3,000s.

**Solana (SOL)**

- **SOL rallies on meme-coin surge and CME leak**
   Validator fees exceeded $25M as meme-coin activity spiked; leaked CME futures info added momentum.
- **Coinbase resolves SOL congestion issues**
   A 48-hour transaction backlog was cleared, blamed on network congestion.

**Dogecoin (DOGE)**

- **DOGE dips after meme-driven pump**
   Price fell ~7.5% after prior-day spike tied to a Trump-themed meme-coin trend.
- **DOGE ETF filings reported**
   Rex Shares and Osprey Funds reportedly filed for Dogecoin ETFs.

**Tether (USDT)**
 No significant news found for USDT on that day."
2025-01-22 07:00:00,"**Bitcoin (BTC)**

- **Long-term holder selloff may be over**
   Over 1M BTC sold since September by long-term holders; recent data suggests the selling pressure may have subsided.
- **Mining remains profitable in 2025**
   Average production cost is ~$27,000, keeping miners in profit according to Canaccord Genuity.

**Ethereum (ETH)**

- **Institutional push for ETH gains traction**
   A Wall Street-backed firm is preparing ETH investment products to boost institutional access.
- **Price rebound expected near key support**
   Analysts eye a bounce near $3,140 with resistance targets in the mid-$3,000s.

**Solana (SOL)**

- **SOL rallies on meme-coin surge and CME leak**
   Validator fees exceeded $25M as meme-coin activity spiked; leaked CME futures info added momentum.
- **Coinbase resolves SOL congestion issues**
   A 48-hour transaction backlog was cleared, blamed on network congestion.

**Dogecoin (DOGE)**

- **DOGE dips after meme-driven pump**
   Price fell ~7.5% after prior-day spike tied to a Trump-themed meme-coin trend.
- **DOGE ETF filings reported**
   Rex Shares and Osprey Funds reportedly filed for Dogecoin ETFs.

**Tether (USDT)**
 No significant news found for USDT on that day."
2025-01-22 08:00:00,"**Bitcoin (BTC)**

- **Long-term holder selloff may be over**
   Over 1M BTC sold since September by long-term holders; recent data suggests the selling pressure may have subsided.
- **Mining remains profitable in 2025**
   Average production cost is ~$27,000, keeping miners in profit according to Canaccord Genuity.

**Ethereum (ETH)**

- **Institutional push for ETH gains traction**
   A Wall Street-backed firm is preparing ETH investment products to boost institutional access.
- **Price rebound expected near key support**
   Analysts eye a bounce near $3,140 with resistance targets in the mid-$3,000s.

**Solana (SOL)**

- **SOL rallies on meme-coin surge and CME leak**
   Validator fees exceeded $25M as meme-coin activity spiked; leaked CME futures info added momentum.
- **Coinbase resolves SOL congestion issues**
   A 48-hour transaction backlog was cleared, blamed on network congestion.

**Dogecoin (DOGE)**

- **DOGE dips after meme-driven pump**
   Price fell ~7.5% after prior-day spike tied to a Trump-themed meme-coin trend.
- **DOGE ETF filings reported**
   Rex Shares and Osprey Funds reportedly filed for Dogecoin ETFs.

**Tether (USDT)**
 No significant news found for USDT on that day."
2025-01-22 09:00:00,"**Bitcoin (BTC)**

- **Long-term holder selloff may be over**
   Over 1M BTC sold since September by long-term holders; recent data suggests the selling pressure may have subsided.
- **Mining remains profitable in 2025**
   Average production cost is ~$27,000, keeping miners in profit according to Canaccord Genuity.

**Ethereum (ETH)**

- **Institutional push for ETH gains traction**
   A Wall Street-backed firm is preparing ETH investment products to boost institutional access.
- **Price rebound expected near key support**
   Analysts eye a bounce near $3,140 with resistance targets in the mid-$3,000s.

**Solana (SOL)**

- **SOL rallies on meme-coin surge and CME leak**
   Validator fees exceeded $25M as meme-coin activity spiked; leaked CME futures info added momentum.
- **Coinbase resolves SOL congestion issues**
   A 48-hour transaction backlog was cleared, blamed on network congestion.

**Dogecoin (DOGE)**

- **DOGE dips after meme-driven pump**
   Price fell ~7.5% after prior-day spike tied to a Trump-themed meme-coin trend.
- **DOGE ETF filings reported**
   Rex Shares and Osprey Funds reportedly filed for Dogecoin ETFs.

**Tether (USDT)**
 No significant news found for USDT on that day."
