timestamp,portfolio,scores,total_value
2025-01-30 00:00:00,"{'BTC': 0.014787711893772785, 'ETH': 0.36926790196060555, 'SOL': 7.48213634174728, 'DOGE': 1764.5837858951254, 'USDT': 995000.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.9, 'DOGE': 0.3, 'USDT': -0.7}",999980.1396999999
2025-01-30 01:00:00,"{'BTC': 0.031467170727269365, 'ETH': 0.7156437904427881, 'SOL': 13.971696448097688, 'DOGE': 3745.6601133592467, 'USDT': 989999.818744356}","{'BTC': 0.8, 'ETH': 0.5, 'SOL': 0.7, 'DOGE': 0.3, 'USDT': -0.5}",1000003.2577327758
2025-01-30 02:00:00,"{'BTC': 0.04616695833874071, 'ETH': 1.0814344414835944, 'SOL': 21.258558484241266, 'DOGE': 5486.917951465992, 'USDT': 984999.2624653173}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.9, 'DOGE': 0.3, 'USDT': -0.5}",1000054.9696462943
2025-01-30 03:00:00,"{'BTC': 0.06079245418475467, 'ETH': 1.441995599202151, 'SOL': 28.46502148289006, 'DOGE': 7219.4787943915935, 'USDT': 979997.9979170716}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.9, 'DOGE': 0.3, 'USDT': -0.5}",1000211.3912514034
2025-01-30 04:00:00,"{'BTC': 0.07659633654281799, 'ETH': 1.8330249920004322, 'SOL': 34.520105405675515, 'DOGE': 9087.936072017003, 'USDT': 974996.5214344942}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.7, 'DOGE': 0.3, 'USDT': -0.5}",1000276.335718057
2025-01-30 05:00:00,"{'BTC': 0.09119914066955713, 'ETH': 2.194256301462389, 'SOL': 41.727163230339166, 'DOGE': 10825.036506522643, 'USDT': 969995.344019774}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.9, 'DOGE': 0.3, 'USDT': -0.5}",1000233.1537957184
2025-01-30 06:00:00,"{'BTC': 0.10930903909393322, 'ETH': 2.5679561995323534, 'SOL': 47.710340326297285, 'DOGE': 12262.686105238328, 'USDT': 964994.6937099171}","{'BTC': 0.8, 'ETH': 0.5, 'SOL': 0.6, 'DOGE': 0.2, 'USDT': -0.4}",1000168.4056577988
2025-01-30 07:00:00,"{'BTC': 0.12585213605001155, 'ETH': 2.9767762409394822, 'SOL': 54.0821308250017, 'DOGE': 13576.19508503692, 'USDT': 959994.0065042343}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.7, 'DOGE': 0.2, 'USDT': -0.5}",1000082.4297767705
2025-01-30 08:00:00,"{'BTC': 0.14108346556050505, 'ETH': 3.3512408687599238, 'SOL': 61.59402534280177, 'DOGE': 14786.420469114797, 'USDT': 954992.9647440367}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.9, 'DOGE': 0.2, 'USDT': -0.5}",1000207.5030626596
2025-01-30 09:00:00,"{'BTC': 0.15689856266337124, 'ETH': 3.73938940332356, 'SOL': 67.6607255699085, 'DOGE': 16663.54030606702, 'USDT': 949990.9598050907}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.7, 'DOGE': 0.3, 'USDT': -0.4}",1000270.0454039336
2025-01-30 10:00:00,"{'BTC': 0.17272708235954404, 'ETH': 4.127850907041772, 'SOL': 73.69280305897031, 'DOGE': 18546.760879022375, 'USDT': 944988.6827498792}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.7, 'DOGE': 0.3, 'USDT': -0.5}",1000351.4582225987
2025-01-30 11:00:00,"{'BTC': 0.19082257198010216, 'ETH': 4.571363348154437, 'SOL': 80.59072390047328, 'DOGE': 18546.760879022375, 'USDT': 939986.2502441789}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.7, 'DOGE': 0.0, 'USDT': -0.5}",1000416.7722333545
2025-01-30 12:00:00,"{'BTC': 0.20669454818564093, 'ETH': 4.959640441030651, 'SOL': 86.67047072648575, 'DOGE': 20434.83608767313, 'USDT': 934985.1261210069}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.7, 'DOGE': 0.3, 'USDT': -0.5}",1000138.6418627438
2025-01-30 13:00:00,"{'BTC': 0.2225949827201248, 'ETH': 5.342947344284026, 'SOL': 92.72806281877115, 'DOGE': 22304.308927895978, 'USDT': 929982.3347103136}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.7, 'DOGE': 0.3, 'USDT': -0.5}",1000444.3565715394
