timestamp,portfolio,scores,total_value
2024-11-26 00:00:00,"{'BTC': 0.0, 'ETH': 2.1889924489352133, 'SOL': 0.0, 'DOGE': 6266.69017606445, 'USDT': 990000.0}","{'BTC': -0.3, 'ETH': 0.3, 'SOL': -0.2, 'DOGE': 0.1, 'USDT': 0.0}",999943.4253
2024-11-26 01:00:00,"{'BTC': 0.0, 'ETH': 4.0019349660533, 'SOL': 0.0, 'DOGE': 6266.69017606445, 'USDT': 983749.3920647675}","{'BTC': -0.3, 'ETH': 0.5, 'SOL': 0.0, 'DOGE': 0.0, 'USDT': 0.3}",1000432.4433362393
2024-11-26 02:00:00,"{'BTC': 0.0, 'ETH': 5.341955355003848, 'SOL': 0.0, 'DOGE': 10050.181878783886, 'USDT': 977595.0372584814}","{'BTC': -0.3, 'ETH': 0.6, 'SOL': 0.0, 'DOGE': 0.2, 'USDT': 0.5}",1000341.765136653
2024-11-26 03:00:00,"{'BTC': 0.0, 'ETH': 7.421938649952676, 'SOL': 0.0, 'DOGE': 10050.181878783886, 'USDT': 970452.0776089779}","{'BTC': -0.3, 'ETH': 0.5, 'SOL': -0.2, 'DOGE': 0.0, 'USDT': 0.2}",1000402.8387055616
2024-11-26 04:00:00,"{'BTC': 0.0, 'ETH': 8.674951554554609, 'SOL': 0.0, 'DOGE': 8844.160053329819, 'USDT': 966654.9804838416}","{'BTC': -0.5, 'ETH': 0.3, 'SOL': 0.0, 'DOGE': -0.2, 'USDT': 0.4}",1000183.5986254878
2024-11-26 05:00:00,"{'BTC': 0.0, 'ETH': 10.131905064748594, 'SOL': 0.0, 'DOGE': 13758.257028893477, 'USDT': 959654.7969414234}","{'BTC': -0.3, 'ETH': 0.5, 'SOL': 0.0, 'DOGE': 0.2, 'USDT': 0.3}",1000323.8827500473
2024-11-26 06:00:00,"{'BTC': 0.0, 'ETH': 11.227152534564127, 'SOL': 0.0, 'DOGE': 13758.257028893477, 'USDT': 955905.1804181088}","{'BTC': -0.2, 'ETH': 0.3, 'SOL': -0.4, 'DOGE': 0.0, 'USDT': 0.5}",1000294.3916845913
2024-11-26 07:00:00,"{'BTC': 0.0, 'ETH': 12.48881475778617, 'SOL': 0.0, 'DOGE': 12107.266185426259, 'USDT': 952278.5137009799}","{'BTC': -0.5, 'ETH': 0.3, 'SOL': 0.0, 'DOGE': -0.2, 'USDT': 0.4}",999626.8643169679
2024-11-26 08:00:00,"{'BTC': 0.0, 'ETH': 13.081306608672445, 'SOL': 0.0, 'DOGE': 10654.394243175107, 'USDT': 950845.1179656463}","{'BTC': -0.3, 'ETH': 0.1, 'SOL': 0.0, 'DOGE': -0.2, 'USDT': 0.4}",999302.2066298208
2024-11-26 09:00:00,"{'BTC': 0.0, 'ETH': 14.197012378069742, 'SOL': 0.0, 'DOGE': 10654.394243175107, 'USDT': 947099.1228162696}","{'BTC': -0.3, 'ETH': 0.3, 'SOL': -0.2, 'DOGE': 0.0, 'USDT': 0.5}",999242.4210046825
