timestamp,portfolio,scores,total_value
2024-11-26 00:00:00,"{'BTC': 0.0, 'ETH': 162.14758881001586, 'SOL': 0.0, 'DOGE': 0.0, 'USDT': 444444.4444444444}","{'BTC': -0.3, 'ETH': 0.5, 'SOL': -0.1, 'DOGE': 0.0, 'USDT': 0.4}",999943.4253
2024-11-26 01:00:00,"{'BTC': 0.0, 'ETH': 221.6435047897814, 'SOL': 0.0, 'DOGE': 168027.48734997906, 'USDT': 170940.17094017088}","{'BTC': -0.3, 'ETH': 0.6, 'SOL': 0.0, 'DOGE': 0.2, 'USDT': 0.5}",1003828.2687810285
2024-11-26 02:00:00,"{'BTC': 0.0, 'ETH': 258.86321693841364, 'SOL': 0.0, 'DOGE': 273115.7929109423, 'USDT': 1.4551915228366852e-11}","{'BTC': -0.3, 'ETH': 0.6, 'SOL': 0.0, 'DOGE': 0.2, 'USDT': -0.5}",1002991.704636785
2024-11-26 03:00:00,"{'BTC': 0.0, 'ETH': 258.86321693841364, 'SOL': 0.0, 'DOGE': 273115.7929109423, 'USDT': 3.637978807091712e-12}","{'BTC': -0.3, 'ETH': 0.6, 'SOL': 0.0, 'DOGE': 0.0, 'USDT': 0.2}",1000080.9209094694
2024-11-26 04:00:00,"{'BTC': 0.0, 'ETH': 258.86321693841364, 'SOL': 0.0, 'DOGE': 273115.7929109423, 'USDT': 2.27373675443232e-12}","{'BTC': -0.5, 'ETH': 0.3, 'SOL': 0.0, 'DOGE': 0.0, 'USDT': 0.5}",996149.0405325053
2024-11-26 05:00:00,"{'BTC': 0.0, 'ETH': 258.86321693841364, 'SOL': 0.0, 'DOGE': 273115.7929109423, 'USDT': 1.0494169635841477e-12}","{'BTC': -0.3, 'ETH': 0.5, 'SOL': 0.0, 'DOGE': 0.2, 'USDT': 0.6}",999851.3501088108
2024-11-26 06:00:00,"{'BTC': 0.0, 'ETH': 258.86321693841364, 'SOL': 0.0, 'DOGE': 273115.7929109423, 'USDT': 5.830094242134156e-13}","{'BTC': -0.3, 'ETH': 0.3, 'SOL': 0.0, 'DOGE': 0.1, 'USDT': 0.5}",996915.1451502916
2024-11-26 07:00:00,"{'BTC': 0.0, 'ETH': 258.86321693841364, 'SOL': 0.0, 'DOGE': 218492.63432875383, 'USDT': 21733.375237392436}","{'BTC': -0.5, 'ETH': 0.0, 'SOL': 0.0, 'DOGE': -0.2, 'USDT': 0.7}",987679.9448623367
2024-11-26 08:00:00,"{'BTC': 0.0, 'ETH': 232.9768952445723, 'SOL': 90.31634258188822, 'DOGE': 174794.10746300308, 'USDT': 105020.32590627678}","{'BTC': -0.3, 'ETH': -0.1, 'SOL': 0.1, 'DOGE': -0.2, 'USDT': 0.5}",979897.0513890442
2024-11-26 09:00:00,"{'BTC': 0.0, 'ETH': 242.60147946331725, 'SOL': 45.15817129094411, 'DOGE': 139835.28597040247, 'USDT': 96943.96171580894}","{'BTC': -0.3, 'ETH': 0.2, 'SOL': -0.5, 'DOGE': -0.2, 'USDT': 0.6}",977033.8075624001
2024-11-26 10:00:00,"{'BTC': 0.0, 'ETH': 251.08932381554786, 'SOL': 22.579085645472055, 'DOGE': 111868.22877632198, 'USDT': 84471.02090216715}","{'BTC': -0.3, 'ETH': 0.2, 'SOL': -0.5, 'DOGE': -0.2, 'USDT': 0.6}",964600.0110001069
2024-11-26 11:00:00,"{'BTC': 0.25568286203578616, 'ETH': 254.64226943679174, 'SOL': 15.80535995183044, 'DOGE': 89494.58302105758, 'USDT': 59031.48303733317}","{'BTC': 0.2, 'ETH': 0.1, 'SOL': -0.3, 'DOGE': -0.2, 'USDT': 0.5}",966209.3462439683
2024-11-26 12:00:00,"{'BTC': 0.12784143101789308, 'ETH': 254.64226943679174, 'SOL': 11.063751966281309, 'DOGE': 89494.58302105758, 'USDT': 71893.93128722344}","{'BTC': -0.5, 'ETH': 0.0, 'SOL': -0.3, 'DOGE': 0.0, 'USDT': 0.5}",962691.950129589
2024-11-26 13:00:00,"{'BTC': 0.06392071550894654, 'ETH': 260.5709734243299, 'SOL': 7.7446263763969165, 'DOGE': 89494.58302105758, 'USDT': 58907.226471515285}","{'BTC': -0.5, 'ETH': 0.2, 'SOL': -0.3, 'DOGE': 0.0, 'USDT': 0.6}",963090.1655570999
2024-11-26 14:00:00,"{'BTC': 0.04474450085626258, 'ETH': 272.0729272896689, 'SOL': 3.8723131881984583, 'DOGE': 129569.55782536986, 'USDT': 7698.787166654881}","{'BTC': -0.3, 'ETH': 0.5, 'SOL': -0.5, 'DOGE': 0.2, 'USDT': 0.1}",973113.8140105816
2024-11-26 15:00:00,"{'BTC': 0.02237225042813129, 'ETH': 273.2147639010167, 'SOL': 2.710619231738921, 'DOGE': 129569.55782536986, 'USDT': 6274.892945870198}","{'BTC': -0.5, 'ETH': 0.3, 'SOL': -0.3, 'DOGE': 0.0, 'USDT': 0.5}",959144.6834136298
2024-11-26 16:00:00,"{'BTC': 0.015660575299691903, 'ETH': 274.47992978486656, 'SOL': 2.168495385391137, 'DOGE': 129569.55782536986, 'USDT': 2812.6271988628864}","{'BTC': -0.3, 'ETH': 0.3, 'SOL': -0.2, 'DOGE': 0.0, 'USDT': 0.2}",970835.1260177
2024-11-26 17:00:00,"{'BTC': 0.010962402709784332, 'ETH': 275.10968530968006, 'SOL': 1.7347963083129094, 'DOGE': 129569.55782536986, 'USDT': 1257.0075185355201}","{'BTC': -0.3, 'ETH': 0.5, 'SOL': -0.2, 'DOGE': 0.0, 'USDT': 0.3}",968267.2179582886
2024-11-26 18:00:00,"{'BTC': 0.0076736818968490324, 'ETH': 275.5459920462517, 'SOL': 0.8673981541564547, 'DOGE': 103655.64626029589, 'USDT': 10025.725599506379}","{'BTC': -0.3, 'ETH': 0.1, 'SOL': -0.5, 'DOGE': -0.2, 'USDT': 0.7}",954588.5269576507
2024-11-26 19:00:00,"{'BTC': 0.0038368409484245162, 'ETH': 276.9967734681586, 'SOL': 0.6071787079095183, 'DOGE': 93290.0816342663, 'USDT': 9575.795427073386}","{'BTC': -0.5, 'ETH': 0.3, 'SOL': -0.3, 'DOGE': -0.1, 'USDT': 0.6}",959798.4178022387
2024-11-26 20:00:00,"{'BTC': 0.0019184204742122581, 'ETH': 277.7331057093409, 'SOL': 0.42502509553666284, 'DOGE': 93290.0816342663, 'USDT': 7344.427878261939}","{'BTC': -0.5, 'ETH': 0.2, 'SOL': -0.3, 'DOGE': 0.0, 'USDT': 0.6}",966564.281468927
2024-11-26 21:00:00,"{'BTC': 0.0009592102371061291, 'ETH': 278.57473326019635, 'SOL': 0.297517566875664, 'DOGE': 93290.0816342663, 'USDT': 4663.594325812815}","{'BTC': -0.5, 'ETH': 0.3, 'SOL': -0.3, 'DOGE': 0.0, 'USDT': 0.5}",966468.0865419988
2024-11-26 22:00:00,"{'BTC': 0.0006714471659742903, 'ETH': 279.2821258222521, 'SOL': 0.2380140535005312, 'DOGE': 95754.11024071481, 'USDT': 1411.1075076413865}","{'BTC': -0.3, 'ETH': 0.5, 'SOL': -0.2, 'DOGE': 0.2, 'USDT': 0.3}",966324.5682645348
2024-11-26 23:00:00,"{'BTC': 0.00033572358298714517, 'ETH': 279.50142362069556, 'SOL': 0.16660983745037183, 'DOGE': 96381.96320553141, 'USDT': 486.15381032760666}","{'BTC': -0.5, 'ETH': 0.6, 'SOL': -0.3, 'DOGE': 0.2, 'USDT': 0.4}",966985.1278005879
2024-11-27 00:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0}","{'BTC': 0.6, 'ETH': 0.5, 'SOL': 0.7, 'DOGE': 0.0, 'USDT': -0.3}",961987.9706805248
2024-11-27 01:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.5, 'DOGE': 0.2, 'USDT': 0.0}",972203.0174743941
2024-11-27 02:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.5, 'DOGE': 0.2, 'USDT': 0.0}",978482.8595327071
2024-11-27 03:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.5, 'DOGE': 0.2, 'USDT': 0.0}",977105.7798604344
2024-11-27 04:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.9, 'SOL': 0.7, 'DOGE': 0.3, 'USDT': 0.0}",988381.9127024409
2024-11-27 05:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.6, 'ETH': 0.8, 'SOL': 0.5, 'DOGE': 0.0, 'USDT': -0.4}",988063.6354699396
2024-11-27 06:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.9, 'SOL': 0.6, 'DOGE': 0.3, 'USDT': 0.0}",996098.1630490238
2024-11-27 07:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.5, 'USDT': 0.0}",995832.4183201252
2024-11-27 08:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.3, 'USDT': 0.0}",994965.6077104456
2024-11-27 09:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.3, 'USDT': 0.0}",992265.5277638655
2024-11-27 10:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.7, 'DOGE': 0.3, 'USDT': 0.0}",1004538.655263576
2024-11-27 11:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.9, 'SOL': 0.6, 'DOGE': 0.3, 'USDT': 0.0}",1005466.7775676769
2024-11-27 12:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.3, 'USDT': 0.0}",1010467.6847280536
2024-11-27 13:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.9, 'SOL': 0.7, 'DOGE': 0.3, 'USDT': 0.0}",1018264.7150356087
2024-11-27 14:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.7, 'DOGE': 0.0, 'USDT': -0.5}",1023762.2623859148
2024-11-27 15:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.3, 'USDT': -0.5}",1033111.1637842945
2024-11-27 16:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.5, 'DOGE': 0.2, 'USDT': 0.0}",1034211.9594252041
2024-11-27 17:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.7, 'DOGE': 0.3, 'USDT': -0.5}",1035529.6511829349
2024-11-27 18:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.3, 'USDT': 0.0}",1042562.7533059809
2024-11-27 19:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.3, 'USDT': 0.0}",1043993.0234425899
2024-11-27 20:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.7, 'DOGE': 0.3, 'USDT': 0.0}",1053674.1810910709
2024-11-27 21:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.3, 'USDT': 0.0}",1055861.336410153
2024-11-27 22:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.3, 'USDT': 0.0}",1065151.3286888406
2024-11-27 23:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.9, 'DOGE': 0.3, 'USDT': 0.0}",1061345.6693993267
2024-11-28 00:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.4, 'USDT': 0.0}",1058972.8108920772
2024-11-28 01:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.5, 'USDT': 0.0}",1058251.3148959633
2024-11-28 02:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.5, 'DOGE': 0.3, 'USDT': 0.0}",1053585.507482936
2024-11-28 03:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.6, 'ETH': 0.5, 'SOL': 0.4, 'DOGE': 0.3, 'USDT': -0.5}",1046714.029686314
2024-11-28 04:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.5, 'DOGE': 0.3, 'USDT': 0.0}",1048316.8480723106
2024-11-28 05:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.6, 'ETH': 0.5, 'SOL': 0.4, 'DOGE': 0.3, 'USDT': 0.0}",1043759.3390446231
2024-11-28 06:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.6, 'ETH': 0.5, 'SOL': 0.4, 'DOGE': 0.2, 'USDT': -0.3}",1045028.9067277884
2024-11-28 07:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.6, 'ETH': 0.5, 'SOL': 0.4, 'DOGE': 0.3, 'USDT': 0.0}",1043920.5955023225
2024-11-28 08:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.5, 'DOGE': 0.3, 'USDT': 0.0}",1054401.2440499254
2024-11-28 09:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.6, 'SOL': 0.5, 'DOGE': 0.3, 'USDT': 0.0}",1045639.3450873565
2024-11-28 10:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.6, 'ETH': 0.7, 'SOL': 0.5, 'DOGE': 0.3, 'USDT': 0.0}",1046725.2806260508
2024-11-28 11:00:00,"{'BTC': 0.0020982429763017466, 'ETH': 279.5422320826719, 'SOL': 0.9899973458751065, 'DOGE': 96381.96320553141, 'USDT': 0.0}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.5, 'DOGE': 0.3, 'USDT': 0.0}",1051573.293282671
