timestamp,portfolio,scores,total_value
2025-03-03 00:00:00,"{'BTC': 0.020082611157884307, 'ETH': 0.6334556798727577, 'SOL': 8.954041912945966, 'DOGE': 0.0, 'USDT': 995000.0}","{'BTC': 0.6, 'ETH': 0.5, 'SOL': 0.5, 'DOGE': 0.0, 'USDT': -0.4}",1000212.6129
2025-03-03 01:00:00,"{'BTC': 0.037979810468132084, 'ETH': 1.2262554344309256, 'SOL': 16.19316015238858, 'DOGE': 2700.803922372388, 'USDT': 990000.127368943}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.3, 'USDT': -0.5}",1000070.2856719774
2025-03-03 02:00:00,"{'BTC': 0.05838080815903488, 'ETH': 1.9068979883725374, 'SOL': 24.51498537716138, 'DOGE': 2700.803922372388, 'USDT': 985000.3813262567}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.0, 'USDT': -0.5}",999952.5994650063
2025-03-03 03:00:00,"{'BTC': 0.07891150832616337, 'ETH': 2.5892811629382613, 'SOL': 32.91182494948098, 'DOGE': 2700.803922372388, 'USDT': 980001.0869168721}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.0, 'USDT': -0.5}",999859.8857352398
2025-03-03 04:00:00,"{'BTC': 0.09684753298802899, 'ETH': 3.2690955871131613, 'SOL': 42.73323389216873, 'DOGE': 2700.803922372388, 'USDT': 975001.6688835123}","{'BTC': 0.5, 'ETH': 0.5, 'SOL': 0.5, 'DOGE': 0.0, 'USDT': -0.3}",999880.9123855933
2025-03-03 05:00:00,"{'BTC': 0.11724433026509747, 'ETH': 3.9490731588199184, 'SOL': 51.137718818707825, 'DOGE': 2700.803922372388, 'USDT': 970001.9741349753}","{'BTC': 0.8, 'ETH': 0.7, 'SOL': 0.6, 'DOGE': 0.0, 'USDT': -0.3}",999880.7312618641
2025-03-03 06:00:00,"{'BTC': 0.1399475700197859, 'ETH': 4.650740426088093, 'SOL': 58.852349051207796, 'DOGE': 2700.803922372388, 'USDT': 965007.0072983109}","{'BTC': 0.5, 'ETH': 0.4, 'SOL': 0.3, 'DOGE': 0.0, 'USDT': -0.3}",998949.570864282
2025-03-03 07:00:00,"{'BTC': 0.16021729509532456, 'ETH': 5.304234849145525, 'SOL': 68.46013752573492, 'DOGE': 2700.803922372388, 'USDT': 960010.9076408454}","{'BTC': 0.6, 'ETH': 0.5, 'SOL': 0.5, 'DOGE': 0.0, 'USDT': -0.4}",999195.8586861863
2025-03-03 08:00:00,"{'BTC': 0.18120571327570653, 'ETH': 5.959125238242143, 'SOL': 78.13766088653395, 'DOGE': 2700.803922372388, 'USDT': 955018.0551026568}","{'BTC': 0.5, 'ETH': 0.4, 'SOL': 0.4, 'DOGE': 0.0, 'USDT': -0.3}",998618.942002022
2025-03-03 09:00:00,"{'BTC': 0.20210502429047073, 'ETH': 6.613267381372689, 'SOL': 87.72740650602759, 'DOGE': 2700.803922372388, 'USDT': 950024.145622451}","{'BTC': 0.5, 'ETH': 0.4, 'SOL': 0.4, 'DOGE': 0.0, 'USDT': -0.3}",998742.2780588422
